This file was created by CMPT_VAR_RETS using the 201712 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
201608,  26874.65,  10235.86,   4702.28,   2733.40,    702.64,  35521.28,  19681.21,  12011.21,   8638.03,   4556.25,   4872.40,   3384.20,   2143.39,   1118.18,    424.35
201609,  29263.79,   8874.49,   4833.26,   2305.08,    674.16,  38633.45,  21168.04,   8189.59,   9450.87,   5219.50,   4454.55,   2413.16,   2212.52,   1097.13,    448.86
201610,  26701.37,   8458.29,   5902.91,   2699.71,    652.95,  38071.16,  17324.68,  10365.27,   6764.82,   6940.41,   5029.05,   3070.63,   2372.27,   1029.17,    450.81
201611,  24375.82,   9845.17,   5000.04,   3001.44,    689.85,  30612.06,  17268.73,  12585.31,   7217.78,   4984.74,   5013.85,   3341.88,   2691.13,   1196.52,    382.31
201612,  25866.76,   8878.04,   5464.23,   3030.73,    927.40,  31937.38,  20356.87,  11446.19,   6441.86,   5962.71,   5021.66,   3845.99,   2240.40,   1521.45,    597.46
201701,  29789.28,   8435.60,   5504.25,   3016.01,    886.54,  40665.48,  19932.72,   9491.43,   7539.29,   5945.80,   5059.57,   4076.70,   2198.85,   1417.26,    593.36
201702,  30083.69,  10593.45,   5889.56,   3053.15,    847.15,  40863.72,  19887.83,  13988.70,   7496.25,   6803.41,   5017.69,   3299.90,   2830.82,   1352.91,    586.44
201703,  33187.23,  10892.92,   5412.72,   2868.34,    829.82,  42919.25,  24677.40,  13099.40,   8714.26,   6749.21,   4237.20,   3325.10,   2437.55,   1441.61,    502.66
201704,  31086.40,  12752.71,   5157.70,   2710.65,    710.76,  41145.41,  22757.01,  18427.91,   7751.59,   6316.01,   3986.23,   3037.26,   2421.48,   1125.66,    518.04
201705,  37992.59,   9746.79,   4673.48,   2522.30,    699.08,  57415.56,  21033.01,  12990.15,   6766.41,   5612.21,   3766.24,   3284.69,   1847.40,   1323.97,    419.47
201706,  41259.07,   9408.08,   4251.63,   2287.80,    726.80,  49867.75,  33867.82,  10591.29,   8261.27,   5162.78,   3362.85,   2851.08,   1850.02,   1424.55,    368.84
201707,  36711.79,  11186.67,   4704.17,   2440.05,    745.55,  46141.21,  29067.50,  13343.40,   9240.34,   5796.79,   3573.28,   2936.28,   1973.32,   1326.18,    411.75
201708,  33092.14,  11770.38,   6515.89,   2710.39,    785.55,  41795.84,  24991.66,  12658.59,  10923.49,   7297.19,   5831.91,   3051.68,   2396.21,   1229.14,    525.84
201709,  30127.09,  14471.25,   5411.59,   2896.79,    633.00,  42570.19,  19346.87,  16643.18,  12317.50,   6158.48,   4748.95,   3169.55,   2604.09,   1075.27,    369.19
201710,  31303.56,  13089.51,   6523.33,   2799.62,    675.06,  44609.69,  18631.03,  14691.79,  11426.90,   7049.36,   6030.29,   3038.51,   2557.37,   1165.59,    410.12
201711,  29364.79,  13851.02,   7683.53,   3217.01,    769.83,  28957.31,  29739.13,  18298.29,  10022.78,   6810.27,   8433.63,   4110.78,   2325.98,   1518.82,    383.81
201712,  29905.07,  12442.42,   7958.91,   4198.69,    774.74,  32472.97,  27732.21,  15838.63,   9304.63,   8687.71,   7410.69,   5982.92,   2838.08,   1383.40,    479.52


  Value-Weighted Average of Past Return Variance
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
196307,   0.542,   1.213,   1.825,   2.818,   8.329,   0.454,   0.868,   1.104,   1.361,   1.658,   2.099,   2.529,   3.258,   4.483,  11.762
196308,   0.481,   1.106,   1.623,   2.506,   7.533,   0.403,   0.773,   0.995,   1.242,   1.508,   1.849,   2.303,   2.848,   3.958,  11.213
196309,   0.442,   1.056,   1.639,   2.430,   7.150,   0.360,   0.714,   0.976,   1.175,   1.482,   1.804,   2.199,   2.808,   3.813,  10.767
196310,   0.498,   1.105,   1.713,   2.574,   7.562,   0.400,   0.748,   0.969,   1.258,   1.542,   1.892,   2.329,   2.944,   3.915,  10.677
196311,   0.556,   1.162,   1.829,   2.897,   8.286,   0.455,   0.753,   1.032,   1.321,   1.626,   2.068,   2.541,   3.301,   4.425,  11.605
196312,   0.664,   1.199,   1.926,   3.042,   8.843,   0.524,   0.827,   1.068,   1.390,   1.699,   2.152,   2.686,   3.591,   4.979,  12.098
196401,   0.676,   1.252,   1.933,   3.066,   8.950,   0.546,   0.860,   1.125,   1.348,   1.742,   2.192,   2.687,   3.456,   4.960,  12.006
196402,   0.698,   1.248,   2.008,   3.150,   9.591,   0.621,   0.906,   1.131,   1.437,   1.838,   2.267,   2.831,   3.688,   5.290,  12.781
196403,   0.607,   1.198,   1.887,   3.105,   9.218,   0.466,   0.844,   1.112,   1.392,   1.717,   2.151,   2.705,   3.576,   4.865,  12.062
196404,   0.565,   1.190,   1.947,   3.113,   9.071,   0.445,   0.861,   1.087,   1.392,   1.754,   2.180,   2.795,   3.673,   5.137,  12.868
196405,   0.538,   1.216,   1.994,   3.154,   9.317,   0.450,   0.844,   1.095,   1.393,   1.799,   2.271,   2.781,   3.623,   5.089,  14.218
196406,   0.530,   1.203,   1.924,   3.092,   8.823,   0.411,   0.815,   1.088,   1.350,   1.739,   2.218,   2.781,   3.512,   4.667,  13.880
196407,   0.537,   1.150,   1.835,   2.914,   8.138,   0.456,   0.773,   1.009,   1.298,   1.645,   2.023,   2.579,   3.266,   4.330,  13.283
196408,   0.494,   1.058,   1.705,   2.633,   7.388,   0.428,   0.725,   0.973,   1.212,   1.525,   1.919,   2.364,   3.028,   4.302,  11.163
196409,   0.510,   1.071,   1.636,   2.469,   6.719,   0.450,   0.735,   0.969,   1.176,   1.441,   1.842,   2.228,   2.849,   3.837,  10.780
196410,   0.488,   1.039,   1.589,   2.531,   7.387,   0.408,   0.739,   0.938,   1.160,   1.405,   1.752,   2.251,   2.923,   3.909,  11.829
196411,   0.453,   1.006,   1.536,   2.447,   7.827,   0.370,   0.708,   0.921,   1.147,   1.367,   1.724,   2.141,   2.825,   3.863,  12.794
196412,   0.479,   1.010,   1.598,   2.519,   7.982,   0.398,   0.736,   0.934,   1.151,   1.416,   1.787,   2.256,   2.883,   4.107,  12.915
196501,   0.530,   1.038,   1.564,   2.324,   7.166,   0.433,   0.765,   0.952,   1.192,   1.445,   1.755,   2.137,   2.703,   3.674,  10.592
196502,   0.558,   1.085,   1.662,   2.450,   7.544,   0.467,   0.809,   1.005,   1.248,   1.509,   1.833,   2.223,   2.823,   3.807,  11.453
196503,   0.539,   1.132,   1.684,   2.499,   8.090,   0.472,   0.767,   1.045,   1.260,   1.543,   1.856,   2.248,   2.823,   4.082,  11.432
196504,   0.502,   1.041,   1.632,   2.491,   7.877,   0.433,   0.753,   0.948,   1.198,   1.476,   1.811,   2.224,   2.846,   4.184,  12.001
196505,   0.504,   1.034,   1.585,   2.412,   7.995,   0.430,   0.710,   0.914,   1.141,   1.444,   1.746,   2.168,   2.795,   3.967,  11.351
196506,   0.480,   0.972,   1.548,   2.347,   7.629,   0.399,   0.679,   0.885,   1.137,   1.391,   1.703,   2.076,   2.716,   3.751,  10.999
196507,   0.591,   1.143,   1.730,   2.501,   7.251,   0.473,   0.859,   1.066,   1.323,   1.592,   1.910,   2.292,   2.821,   3.961,  10.619
196508,   0.588,   1.240,   1.791,   2.617,   6.803,   0.456,   0.883,   1.140,   1.382,   1.649,   1.935,   2.402,   2.955,   3.999,  10.146
196509,   0.528,   1.232,   1.837,   2.804,   7.372,   0.421,   0.886,   1.109,   1.382,   1.656,   2.015,   2.475,   3.139,   4.371,  10.806
196510,   0.472,   1.121,   1.787,   2.808,   7.536,   0.387,   0.754,   0.990,   1.297,   1.637,   1.962,   2.485,   3.317,   4.627,  11.590
196511,   0.509,   1.174,   1.866,   3.152,   9.436,   0.419,   0.774,   1.034,   1.360,   1.719,   2.147,   2.759,   3.618,   5.315,  14.249
196512,   0.607,   1.256,   2.072,   3.508,  10.741,   0.496,   0.853,   1.101,   1.437,   1.846,   2.292,   3.032,   3.997,   5.622,  16.674
196601,   0.660,   1.392,   2.279,   3.648,  11.638,   0.559,   0.914,   1.224,   1.600,   2.065,   2.510,   3.204,   4.258,   6.302,  19.029
196602,   0.712,   1.416,   2.235,   3.743,  11.946,   0.590,   0.972,   1.289,   1.603,   2.047,   2.523,   3.256,   4.264,   6.246,  18.125
196603,   0.786,   1.541,   2.308,   3.758,  11.404,   0.672,   1.103,   1.390,   1.707,   2.113,   2.583,   3.364,   4.239,   6.198,  15.713
196604,   0.780,   1.506,   2.249,   3.547,  10.027,   0.635,   1.145,   1.388,   1.671,   2.038,   2.538,   3.081,   3.984,   5.681,  14.782
196605,   0.755,   1.586,   2.359,   3.762,  10.630,   0.672,   1.098,   1.428,   1.739,   2.173,   2.637,   3.241,   4.442,   6.069,  15.089
196606,   0.801,   1.637,   2.440,   3.846,   9.785,   0.681,   1.131,   1.472,   1.831,   2.236,   2.749,   3.384,   4.406,   5.927,  14.457
196607,   0.822,   1.571,   2.366,   3.872,   9.253,   0.673,   1.124,   1.424,   1.785,   2.185,   2.691,   3.327,   4.483,   6.028,  12.442
196608,   0.812,   1.569,   2.253,   3.488,   7.222,   0.667,   1.077,   1.432,   1.725,   2.106,   2.535,   3.116,   3.901,   5.069,  10.270
196609,   0.876,   1.639,   2.365,   3.611,   7.471,   0.766,   1.178,   1.524,   1.818,   2.158,   2.621,   3.224,   4.188,   5.425,  10.282
196610,   0.911,   1.788,   2.576,   3.784,   7.388,   0.762,   1.325,   1.621,   1.978,   2.376,   2.828,   3.415,   4.333,   5.509,  10.521
196611,   1.201,   2.186,   3.114,   4.539,   8.656,   0.992,   1.535,   1.997,   2.398,   2.892,   3.415,   4.089,   5.100,   6.746,  12.478
196612,   1.101,   2.118,   3.102,   4.517,   9.473,   0.912,   1.433,   1.879,   2.362,   2.848,   3.424,   4.092,   5.128,   6.796,  13.976
196701,   1.093,   2.115,   3.149,   4.769,  11.470,   0.923,   1.467,   1.926,   2.343,   2.817,   3.459,   4.310,   5.497,   7.661,  16.416
196702,   1.011,   2.052,   3.007,   4.860,  12.375,   0.807,   1.408,   1.850,   2.268,   2.740,   3.362,   4.169,   5.657,   7.754,  16.790
196703,   1.039,   2.064,   3.023,   4.669,  12.263,   0.816,   1.396,   1.860,   2.284,   2.778,   3.417,   4.213,   5.502,   7.497,  17.445
196704,   1.004,   2.036,   3.067,   4.787,  11.741,   0.834,   1.331,   1.818,   2.279,   2.748,   3.477,   4.225,   5.480,   7.482,  15.822
196705,   0.943,   1.792,   2.860,   4.420,  10.580,   0.808,   1.218,   1.593,   2.033,   2.580,   3.140,   3.896,   5.015,   6.811,  14.295
196706,   0.849,   1.737,   2.664,   4.268,  10.281,   0.716,   1.136,   1.593,   1.966,   2.359,   3.002,   3.815,   4.865,   6.536,  13.320
196707,   0.864,   1.813,   2.652,   4.063,  10.036,   0.746,   1.161,   1.618,   1.978,   2.441,   2.934,   3.657,   4.579,   6.454,  14.080
196708,   0.991,   1.900,   2.803,   4.264,  10.281,   0.760,   1.233,   1.675,   2.121,   2.581,   3.137,   3.856,   4.861,   6.655,  14.040
196709,   0.977,   1.832,   2.814,   4.110,  10.081,   0.721,   1.192,   1.657,   2.059,   2.528,   3.058,   3.760,   4.632,   6.298,  13.611
196710,   0.959,   1.806,   2.760,   4.207,  10.144,   0.753,   1.162,   1.593,   2.020,   2.507,   3.080,   3.776,   4.815,   6.345,  13.716
196711,   0.864,   1.662,   2.666,   3.957,   9.346,   0.752,   1.111,   1.436,   1.907,   2.390,   2.943,   3.620,   4.478,   5.840,  12.642
196712,   0.935,   1.929,   2.911,   4.285,   9.792,   0.816,   1.248,   1.726,   2.176,   2.625,   3.233,   3.841,   4.974,   6.401,  13.508
196801,   0.959,   2.053,   3.179,   4.694,  10.821,   0.801,   1.401,   1.846,   2.330,   2.890,   3.428,   4.238,   5.306,   7.229,  13.647
196802,   1.106,   2.227,   3.307,   4.896,  11.211,   0.912,   1.506,   2.051,   2.464,   3.023,   3.656,   4.508,   5.493,   7.551,  14.074
196803,   1.065,   2.112,   3.166,   4.806,  10.540,   0.889,   1.470,   1.915,   2.361,   2.900,   3.518,   4.299,   5.419,   6.995,  13.390
196804,   0.910,   1.966,   2.935,   4.287,   9.099,   0.774,   1.351,   1.758,   2.229,   2.715,   3.202,   3.901,   4.670,   6.112,  11.878
196805,   0.971,   2.131,   3.190,   4.594,   9.732,   0.771,   1.501,   1.942,   2.447,   2.915,   3.431,   4.252,   5.080,   6.705,  12.642
196806,   1.032,   2.205,   3.354,   4.938,  10.706,   0.830,   1.520,   2.012,   2.479,   3.118,   3.668,   4.514,   5.625,   7.139,  13.731
196807,   1.270,   2.479,   3.686,   5.504,  11.606,   1.047,   1.728,   2.266,   2.739,   3.295,   4.023,   4.934,   6.109,   7.913,  14.515
196808,   1.267,   2.334,   3.590,   5.399,  11.604,   1.006,   1.563,   2.129,   2.607,   3.197,   4.014,   4.819,   6.043,   7.741,  13.918
196809,   1.250,   2.265,   3.482,   5.152,  10.986,   1.021,   1.536,   2.045,   2.582,   3.154,   3.815,   4.565,   5.770,   7.587,  13.538
196810,   1.183,   2.243,   3.358,   4.892,  10.687,   0.985,   1.558,   2.037,   2.500,   3.116,   3.672,   4.452,   5.563,   7.136,  13.315
196811,   1.088,   2.136,   3.246,   4.660,   9.796,   0.874,   1.470,   1.918,   2.408,   2.973,   3.525,   4.195,   5.183,   6.725,  11.897
196812,   1.029,   2.159,   3.236,   4.693,   9.310,   0.838,   1.472,   1.934,   2.461,   3.014,   3.559,   4.223,   5.163,   6.527,  11.715
196901,   1.068,   2.251,   3.277,   4.765,   9.628,   0.902,   1.568,   2.025,   2.524,   3.036,   3.512,   4.245,   5.287,   6.864,  12.110
196902,   1.051,   2.050,   2.982,   4.261,   8.654,   0.899,   1.477,   1.891,   2.290,   2.773,   3.228,   3.891,   4.664,   5.975,  11.219
196903,   0.977,   1.896,   2.775,   3.911,   8.038,   0.808,   1.352,   1.731,   2.122,   2.571,   3.044,   3.631,   4.221,   5.529,  10.464
196904,   0.861,   1.785,   2.525,   3.525,   7.491,   0.689,   1.241,   1.627,   1.981,   2.337,   2.752,   3.250,   3.827,   5.140,   9.668
196905,   0.791,   1.764,   2.512,   3.654,   7.817,   0.608,   1.226,   1.598,   1.930,   2.291,   2.736,   3.365,   4.180,   5.435,  10.252
196906,   0.772,   1.777,   2.541,   3.740,   8.522,   0.571,   1.216,   1.594,   1.962,   2.310,   2.818,   3.444,   4.208,   5.502,  11.037
196907,   0.788,   1.817,   2.595,   3.893,   9.159,   0.631,   1.254,   1.618,   1.988,   2.370,   2.890,   3.561,   4.379,   5.699,  12.021
196908,   0.845,   1.890,   2.844,   4.270,   9.414,   0.673,   1.344,   1.701,   2.073,   2.613,   3.166,   3.895,   4.705,   6.056,  12.380
196909,   0.916,   2.070,   3.170,   4.566,   9.543,   0.772,   1.446,   1.905,   2.346,   2.874,   3.512,   4.203,   5.184,   6.766,  11.978
196910,   0.939,   2.101,   3.095,   4.861,   9.886,   0.712,   1.402,   1.869,   2.313,   2.851,   3.495,   4.334,   5.419,   7.057,  12.770
196911,   1.009,   2.165,   3.210,   4.890,   9.970,   0.809,   1.539,   1.974,   2.398,   2.949,   3.531,   4.315,   5.379,   7.000,  12.789
196912,   1.021,   2.155,   3.208,   4.823,  10.018,   0.838,   1.514,   1.943,   2.441,   2.969,   3.595,   4.371,   5.378,   6.913,  12.719
197001,   1.075,   2.310,   3.445,   5.093,  10.474,   0.824,   1.548,   2.117,   2.559,   3.095,   3.771,   4.579,   5.664,   7.453,  13.091
197002,   1.104,   2.287,   3.373,   4.978,  10.304,   0.889,   1.618,   2.041,   2.542,   3.044,   3.690,   4.518,   5.704,   7.294,  13.154
197003,   1.224,   2.507,   3.733,   5.443,  10.984,   0.997,   1.790,   2.282,   2.858,   3.430,   4.116,   4.943,   6.056,   8.116,  13.948
197004,   1.127,   2.398,   3.603,   5.282,  10.454,   0.927,   1.648,   2.123,   2.712,   3.296,   4.033,   4.883,   5.848,   7.758,  12.949
197005,   1.089,   2.422,   3.739,   5.455,  10.765,   0.879,   1.612,   2.150,   2.700,   3.321,   4.156,   4.897,   6.065,   7.990,  13.869
197006,   1.303,   2.971,   4.658,   7.356,  15.252,   1.011,   2.031,   2.685,   3.345,   4.172,   5.220,   6.570,   8.154,  10.625,  18.502
197007,   1.525,   3.493,   5.520,   8.551,  17.890,   1.261,   2.336,   3.095,   3.960,   4.979,   6.192,   7.789,   9.879,  12.784,  23.126
197008,   1.660,   3.771,   5.846,   9.230,  18.806,   1.337,   2.575,   3.380,   4.249,   5.309,   6.585,   8.207,  10.444,  13.771,  23.831
197009,   1.350,   2.944,   4.741,   7.292,  16.330,   1.086,   2.055,   2.642,   3.365,   4.272,   5.342,   6.508,   8.220,  11.220,  21.832
197010,   1.316,   2.901,   4.560,   7.302,  17.994,   1.088,   1.946,   2.591,   3.200,   4.071,   5.177,   6.486,   8.391,  12.024,  24.498
197011,   1.108,   2.573,   4.069,   6.663,  16.526,   0.906,   1.701,   2.286,   2.924,   3.603,   4.605,   5.924,   7.752,  10.868,  22.105
197012,   1.059,   2.328,   3.691,   6.072,  14.175,   0.883,   1.563,   2.075,   2.619,   3.295,   4.260,   5.452,   7.129,   9.840,  18.755
197101,   0.994,   2.203,   3.521,   5.678,  12.498,   0.842,   1.484,   1.958,   2.459,   3.151,   3.909,   5.027,   6.563,   8.800,  16.619
197102,   1.082,   2.252,   3.542,   5.941,  13.253,   0.920,   1.577,   2.045,   2.538,   3.208,   4.034,   5.104,   6.990,   9.351,  17.169
197103,   1.050,   2.220,   3.488,   5.634,  13.123,   0.836,   1.561,   1.994,   2.530,   3.141,   3.954,   5.025,   6.651,   8.918,  17.772
197104,   0.968,   2.070,   3.276,   5.211,  12.165,   0.791,   1.503,   1.862,   2.331,   2.851,   3.724,   4.618,   6.003,   8.275,  15.869
197105,   0.911,   1.933,   2.999,   4.826,  10.878,   0.777,   1.379,   1.752,   2.161,   2.716,   3.484,   4.307,   5.598,   7.522,  14.274
197106,   0.870,   1.830,   2.801,   4.379,   9.356,   0.693,   1.308,   1.676,   2.081,   2.517,   3.198,   3.921,   4.987,   6.511,  12.125
197107,   0.884,   1.819,   2.727,   4.100,   8.805,   0.710,   1.297,   1.678,   2.024,   2.502,   3.050,   3.700,   4.732,   6.199,  11.547
197108,   0.833,   1.717,   2.570,   3.756,   8.680,   0.654,   1.199,   1.570,   1.917,   2.340,   2.797,   3.375,   4.324,   5.929,  11.041
197109,   0.947,   1.891,   2.735,   4.201,   9.564,   0.807,   1.324,   1.701,   2.120,   2.526,   3.050,   3.771,   4.915,   6.833,  11.968
197110,   0.903,   1.743,   2.651,   4.160,   9.523,   0.748,   1.242,   1.630,   1.983,   2.478,   2.959,   3.695,   4.716,   6.390,  12.370
197111,   0.886,   1.741,   2.705,   4.185,   9.887,   0.725,   1.193,   1.575,   1.984,   2.518,   3.036,   3.727,   4.870,   6.460,  13.014
197112,   0.822,   1.726,   2.642,   4.198,   9.852,   0.705,   1.158,   1.563,   1.941,   2.362,   3.010,   3.755,   4.836,   6.600,  12.915
197201,   0.980,   1.957,   3.057,   5.043,  11.434,   0.780,   1.371,   1.748,   2.234,   2.740,   3.438,   4.476,   5.747,   7.828,  15.547
197202,   1.024,   1.991,   3.218,   5.132,  12.068,   0.820,   1.417,   1.817,   2.250,   2.848,   3.560,   4.539,   5.873,   8.390,  16.136
197203,   1.001,   1.917,   2.956,   4.834,  11.587,   0.848,   1.377,   1.765,   2.127,   2.656,   3.337,   4.197,   5.565,   7.767,  15.384
197204,   0.908,   1.718,   2.626,   4.336,  10.088,   0.730,   1.281,   1.601,   1.934,   2.418,   3.008,   3.816,   4.793,   6.804,  13.269
197205,   0.834,   1.714,   2.537,   4.096,   9.513,   0.665,   1.225,   1.562,   1.921,   2.369,   2.891,   3.650,   4.587,   6.364,  12.452
197206,   0.771,   1.639,   2.466,   3.748,   8.465,   0.630,   1.136,   1.466,   1.825,   2.235,   2.752,   3.336,   4.192,   5.733,  11.269
197207,   0.745,   1.581,   2.438,   3.688,   8.444,   0.609,   1.071,   1.400,   1.801,   2.197,   2.722,   3.349,   4.146,   5.409,  11.599
197208,   0.752,   1.579,   2.432,   3.731,   9.124,   0.630,   1.081,   1.440,   1.786,   2.196,   2.754,   3.370,   4.227,   5.813,  12.415
197209,   0.810,   1.669,   2.513,   4.163,  10.236,   0.631,   1.116,   1.481,   1.869,   2.295,   2.887,   3.712,   4.772,   6.650,  14.265
197210,   0.805,   1.602,   2.488,   4.063,   9.962,   0.598,   1.091,   1.462,   1.807,   2.245,   2.815,   3.635,   4.595,   6.224,  13.606
197211,   0.816,   1.598,   2.404,   3.933,   9.157,   0.679,   1.122,   1.456,   1.738,   2.208,   2.786,   3.458,   4.426,   5.962,  12.305
197212,   0.838,   1.702,   2.632,   4.375,  10.200,   0.691,   1.158,   1.548,   1.923,   2.410,   2.963,   3.742,   4.940,   6.679,  13.772
197301,   0.859,   1.775,   2.770,   4.531,  10.917,   0.686,   1.226,   1.634,   1.999,   2.538,   3.095,   3.888,   5.248,   7.155,  15.168
197302,   0.915,   1.968,   3.020,   4.881,  11.387,   0.753,   1.340,   1.766,   2.229,   2.733,   3.413,   4.205,   5.497,   7.317,  15.656
197303,   0.926,   1.953,   3.067,   4.662,  11.162,   0.751,   1.361,   1.746,   2.184,   2.799,   3.390,   4.217,   5.389,   7.379,  16.167
197304,   0.924,   2.067,   3.299,   5.067,  15.966,   0.723,   1.404,   1.838,   2.365,   2.937,   3.672,   4.575,   5.675,   8.041,  21.843
197305,   0.925,   2.147,   3.576,   5.769,  16.989,   0.695,   1.367,   1.891,   2.429,   3.117,   4.055,   5.088,   6.421,   8.802,  23.559
197306,   0.945,   2.271,   3.846,   6.450,  15.690,   0.683,   1.385,   2.070,   2.596,   3.439,   4.432,   5.648,   7.347,  10.001,  21.428
197307,   0.969,   2.468,   4.307,   6.956,  17.337,   0.758,   1.482,   2.116,   2.943,   3.903,   4.880,   6.158,   8.056,  11.200,  23.966
197308,   0.996,   2.695,   4.696,   7.779,  18.898,   0.773,   1.615,   2.330,   3.266,   4.170,   5.322,   6.916,   8.881,  12.486,  26.030
197309,   0.989,   2.472,   4.288,   7.163,  17.374,   0.790,   1.592,   2.202,   2.931,   3.861,   4.947,   6.334,   8.321,  11.508,  22.951
197310,   1.244,   2.591,   4.448,   7.425,  17.570,   0.987,   1.783,   2.318,   3.081,   3.976,   5.100,   6.549,   8.616,  11.786,  22.372
197311,   1.279,   2.729,   4.289,   7.054,  16.505,   1.001,   1.817,   2.421,   3.010,   3.970,   4.829,   6.191,   8.009,  10.937,  22.001
197312,   1.567,   3.338,   5.302,   8.444,  19.427,   1.282,   2.280,   3.056,   3.823,   4.889,   5.982,   7.580,   9.664,  12.481,  26.418
197401,   1.914,   4.129,   6.593,   9.949,  21.698,   1.576,   2.709,   3.709,   4.753,   5.968,   7.281,   9.060,  11.323,  15.175,  28.563
197402,   2.144,   4.700,   7.415,  11.587,  26.213,   1.715,   3.111,   4.205,   5.360,   6.660,   8.373,  10.210,  13.145,  17.648,  35.748
197403,   1.876,   4.117,   6.289,  10.155,  22.865,   1.470,   2.689,   3.663,   4.754,   5.756,   7.316,   9.026,  11.710,  15.705,  32.562
197404,   1.340,   2.981,   4.736,   7.560,  18.106,   1.070,   2.004,   2.655,   3.458,   4.267,   5.397,   6.719,   8.795,  12.021,  25.257
197405,   1.118,   2.645,   4.080,   6.506,  14.920,   0.890,   1.772,   2.371,   3.013,   3.724,   4.614,   5.801,   7.530,  10.334,  21.037
197406,   1.188,   2.674,   4.186,   6.291,  15.264,   0.979,   1.866,   2.406,   3.023,   3.753,   4.611,   5.607,   7.352,  10.000,  20.519
197407,   1.239,   2.871,   4.433,   7.037,  15.349,   1.012,   1.989,   2.615,   3.274,   4.059,   5.004,   6.276,   7.850,  10.816,  22.992
197408,   1.532,   3.418,   5.301,   8.193,  19.374,   1.270,   2.280,   3.106,   3.867,   4.833,   5.782,   7.235,   9.502,  12.699,  28.357
197409,   1.775,   3.689,   5.728,   8.872,  21.751,   1.492,   2.542,   3.295,   4.185,   5.147,   6.276,   7.840,  10.239,  14.238,  29.826
197410,   2.191,   4.454,   6.788,  10.455,  25.715,   1.796,   3.148,   4.009,   4.900,   6.048,   7.622,   9.364,  12.244,  17.415,  38.485
197411,   2.602,   5.130,   7.710,  12.837,  29.014,   2.059,   3.728,   4.688,   5.639,   6.986,   8.777,  11.082,  14.631,  19.897,  42.911
197412,   2.647,   5.079,   8.009,  12.766,  30.269,   2.096,   3.541,   4.627,   5.741,   7.176,   8.932,  11.153,  14.340,  20.300,  43.694
197501,   2.363,   4.740,   7.521,  11.986,  29.478,   1.804,   3.219,   4.365,   5.357,   6.608,   8.452,  10.635,  13.492,  19.380,  43.640
197502,   2.392,   4.392,   7.341,  11.779,  30.796,   1.781,   3.116,   3.919,   5.129,   6.626,   8.356,  10.471,  13.627,  19.526,  48.169
197503,   2.331,   4.504,   7.392,  11.939,  31.616,   1.756,   3.055,   4.038,   5.232,   6.651,   8.382,  10.637,  13.679,  20.397,  51.436
197504,   2.111,   3.990,   6.636,  11.326,  28.898,   1.668,   2.856,   3.653,   4.769,   6.048,   7.590,   9.992,  12.797,  19.225,  42.618
197505,   1.711,   3.642,   5.818,   9.521,  22.974,   1.345,   2.391,   3.242,   4.217,   5.209,   6.547,   8.291,  11.069,  15.553,  34.614
197506,   1.591,   3.371,   5.263,   8.627,  20.658,   1.292,   2.259,   2.987,   3.806,   4.738,   6.100,   7.734,   9.987,  13.806,  29.938
197507,   1.487,   3.253,   5.194,   8.330,  19.492,   1.233,   2.136,   2.884,   3.835,   4.757,   5.878,   7.419,   9.438,  12.991,  27.868
197508,   1.322,   2.923,   4.645,   7.282,  18.497,   1.078,   1.931,   2.593,   3.363,   4.264,   5.271,   6.464,   8.265,  12.071,  26.132
197509,   1.203,   2.641,   4.162,   6.586,  16.063,   1.037,   1.765,   2.318,   3.034,   3.815,   4.686,   5.923,   7.569,  10.464,  22.567
197510,   1.170,   2.499,   3.827,   6.023,  13.678,   0.953,   1.677,   2.235,   2.850,   3.436,   4.330,   5.398,   6.841,   9.122,  19.952
197511,   1.093,   2.482,   3.890,   5.836,  13.427,   0.883,   1.676,   2.226,   2.805,   3.524,   4.356,   5.243,   6.539,   8.709,  19.555
197512,   1.084,   2.478,   3.801,   5.951,  15.060,   0.798,   1.629,   2.185,   2.788,   3.485,   4.297,   5.313,   6.738,   9.351,  21.641
197601,   0.943,   2.341,   3.760,   5.934,  15.469,   0.750,   1.580,   2.142,   2.725,   3.463,   4.215,   5.231,   6.763,   9.603,  23.221
197602,   1.082,   2.641,   4.157,   6.764,  17.211,   0.842,   1.715,   2.351,   3.036,   3.758,   4.707,   5.932,   7.659,  11.058,  25.955
197603,   1.155,   2.829,   4.607,   7.535,  19.564,   0.897,   1.859,   2.565,   3.288,   4.145,   5.071,   6.580,   8.538,  11.910,  27.508
197604,   1.160,   2.715,   4.485,   7.130,  18.363,   0.906,   1.788,   2.468,   3.246,   4.050,   4.980,   6.278,   8.119,  11.368,  24.802
